symbol1	symbol2	experimental	database	textmining	combined_score	gene1	gene2
CRY1	PER1	778	900	642	991	ENSP00000008527	ENSP00000314420
CRY1	PER2	972	900	875	999	ENSP00000008527	ENSP00000254657
CRY1	CSNK1D	538	600	118	822	ENSP00000008527	ENSP00000324464
CRY1	CRY2	691	900	0	967	ENSP00000008527	ENSP00000478187
CRY1	CLOCK	722	600	909	988	ENSP00000008527	ENSP00000308741
CRY1	CSNK1E	691	900	118	970	ENSP00000008527	ENSP00000380044
PPP5C	TSC1	62	900	0	902	ENSP00000012443	ENSP00000298552
PPP5C	HSP90AB1	764	720	359	953	ENSP00000012443	ENSP00000360609
ERCC1	DCLRE1C	0	900	0	900	ENSP00000013807	ENSP00000367527
ERCC1	POLD1	0	900	0	900	ENSP00000013807	ENSP00000406046
ERCC1	PRKDC	0	900	0	900	ENSP00000013807	ENSP00000313420
ERCC1	SLX4	736	600	903	988	ENSP00000013807	ENSP00000294008
ERCC1	XRCC6	0	900	0	900	ENSP00000013807	ENSP00000352257
ERCC1	XPA	788	600	951	995	ENSP00000013807	ENSP00000364270
ERCC1	MSH2	406	900	685	979	ENSP00000013807	ENSP00000233146
ERCC1	PHF21A	0	900	0	900	ENSP00000013807	ENSP00000398824
ERCC1	MSH6	106	900	0	906	ENSP00000013807	ENSP00000234420
ERCC1	RCOR1	0	900	0	900	ENSP00000013807	ENSP00000262241
ERCC1	ZSWIM7	0	900	0	900	ENSP00000013807	ENSP00000382218
ERCC1	ERCC4	990	900	959	999	ENSP00000013807	ENSP00000310520
ERCC1	XRCC5	0	900	0	900	ENSP00000013807	ENSP00000375978
ERCC1	ATM	0	900	0	900	ENSP00000013807	ENSP00000278616
ERCC1	MUS81	826	600	791	984	ENSP00000013807	ENSP00000307853
ERCC1	ERCC8	0	900	0	900	ENSP00000013807	ENSP00000265038
ERCC1	LIG4	0	900	0	900	ENSP00000013807	ENSP00000484288
ERCC1	CETN2	0	900	79	903	ENSP00000013807	ENSP00000359300
ERCC1	RPA1	358	600	382	827	ENSP00000013807	ENSP00000254719
ERCC1	FANCG	270	600	415	814	ENSP00000013807	ENSP00000367910
ERCC1	NHEJ1	0	900	0	900	ENSP00000013807	ENSP00000349313
ERCC1	FANCM	370	600	582	885	ENSP00000013807	ENSP00000267430
ERCC1	RAD23B	0	900	734	972	ENSP00000013807	ENSP00000350708
ERCC1	XPC	0	900	0	900	ENSP00000013807	ENSP00000285021
ERCC1	XRCC4	0	900	0	900	ENSP00000013807	ENSP00000421491
ERCC1	KDM1A	0	900	0	900	ENSP00000013807	ENSP00000383042
RFC2	RPA1	453	900	0	943	ENSP00000055077	ENSP00000254719
RFC2	ATR	47	900	0	900	ENSP00000055077	ENSP00000343741
RFC2	PCNA	981	600	380	994	ENSP00000055077	ENSP00000368458
RFC2	RAD1	131	900	634	965	ENSP00000055077	ENSP00000371469
RFC2	RPA2	190	900	0	915	ENSP00000055077	ENSP00000363017
RFC2	TIMELESS	0	900	0	900	ENSP00000055077	ENSP00000450607
RFC2	RFC4	989	900	836	999	ENSP00000055077	ENSP00000376272
RFC2	ATRIP	0	900	0	900	ENSP00000055077	ENSP00000323099
RFC2	RAD17	845	900	953	999	ENSP00000055077	ENSP00000426191
RFC2	CHEK1	0	900	0	900	ENSP00000055077	ENSP00000388648
RFC2	TIPIN	0	900	0	900	ENSP00000055077	ENSP00000261881
RFC2	RFC5	995	900	947	999	ENSP00000055077	ENSP00000408295
RFC2	RAD9A	106	900	656	966	ENSP00000055077	ENSP00000311360
RFC2	CLSPN	0	900	0	900	ENSP00000055077	ENSP00000312995
RFC2	SMARCAL1	64	900	0	902	ENSP00000055077	ENSP00000349823
RFC2	RFC1	991	900	949	999	ENSP00000055077	ENSP00000371321
RFC2	RFC3	993	900	948	999	ENSP00000055077	ENSP00000369411
RFC2	HUS1	0	900	584	956	ENSP00000055077	ENSP00000258774
RFC2	TOPBP1	113	900	0	907	ENSP00000055077	ENSP00000260810
AQR	CDC5L	925	900	0	992	ENSP00000156471	ENSP00000360532
AQR	ISY1	943	0	0	943	ENSP00000156471	ENSP00000273541
AQR	BCAS2	946	900	0	994	ENSP00000156471	ENSP00000358554
AQR	ZNF830	730	800	0	943	ENSP00000156471	ENSP00000354518
AQR	PLRG1	886	900	0	988	ENSP00000156471	ENSP00000424417
AQR	PRPF19	989	900	0	998	ENSP00000156471	ENSP00000227524
AQR	PPIE	800	900	0	979	ENSP00000156471	ENSP00000361918
AQR	XAB2	951	900	513	997	ENSP00000156471	ENSP00000351137
KDM4B	KMT2D	288	0	831	874	ENSP00000159111	ENSP00000301067
ACTL6B	SMARCA2	743	720	382	951	ENSP00000160382	ENSP00000265773
ACTL6B	TRRAP	765	540	0	887	ENSP00000160382	ENSP00000352925
ACTL6B	RUVBL1	666	540	154	858	ENSP00000160382	ENSP00000318297
ACTL6B	SMARCD1	744	720	362	950	ENSP00000160382	ENSP00000378414
ACTL6B	DMAP1	661	540	463	908	ENSP00000160382	ENSP00000361363
ACTL6B	SMARCC2	643	720	347	928	ENSP00000160382	ENSP00000267064
ACTL6B	SMARCA4	598	720	453	933	ENSP00000160382	ENSP00000395654
ACTL6B	SMARCD3	369	720	502	904	ENSP00000160382	ENSP00000262188
ACTL6B	SMARCC1	345	720	358	871	ENSP00000160382	ENSP00000254480
ACTL6B	ARID1A	213	720	327	838	ENSP00000160382	ENSP00000320485
ACTL6B	SMARCB1	766	720	431	959	ENSP00000160382	ENSP00000263121
ACTL6B	YEATS4	639	540	315	876	ENSP00000160382	ENSP00000247843
ACTL6B	SMARCD2	369	720	362	877	ENSP00000160382	ENSP00000392617
SIRT1	HDAC1	348	0	720	809	ENSP00000212015	ENSP00000362649
SIRT1	EZH2	505	0	862	928	ENSP00000212015	ENSP00000320147
SIRT1	TP53	499	900	906	994	ENSP00000212015	ENSP00000269305
SIRT1	HES1	467	0	780	877	ENSP00000212015	ENSP00000232424
SIRT1	KDM1A	106	0	825	836	ENSP00000212015	ENSP00000383042
SIRT1	RELA	499	0	867	930	ENSP00000212015	ENSP00000384273
SIRT1	KAT2B	303	900	420	956	ENSP00000212015	ENSP00000263754
SIRT1	CLOCK	366	0	901	934	ENSP00000212015	ENSP00000308741
SIRT1	DNMT1	270	0	834	873	ENSP00000212015	ENSP00000352516
SIRT1	XRCC6	483	900	565	975	ENSP00000212015	ENSP00000352257
SIRT1	EP300	576	900	871	994	ENSP00000212015	ENSP00000263253
SIRT1	SUV39H1	505	900	912	995	ENSP00000212015	ENSP00000337976
SIRT1	NCOR1	625	0	921	969	ENSP00000212015	ENSP00000268712
DMC1	BRCA2	716	800	371	961	ENSP00000216024	ENSP00000369497
DMC1	BRCA1	95	800	189	840	ENSP00000216024	ENSP00000418960
DMC1	ATM	0	800	0	800	ENSP00000216024	ENSP00000278616
DMC1	CDK4	0	800	0	800	ENSP00000216024	ENSP00000257904
DMC1	RAD51	602	800	532	959	ENSP00000216024	ENSP00000372088
RBX1	ERCC8	483	900	330	962	ENSP00000216225	ENSP00000265038
RBX1	CUL4A	923	900	951	999	ENSP00000216225	ENSP00000364589
RBX1	COPS4	898	600	575	981	ENSP00000216225	ENSP00000264389
RBX1	COPS7A	681	600	0	866	ENSP00000216225	ENSP00000438115
RBX1	COPS5	903	600	326	971	ENSP00000216225	ENSP00000350512
RBX1	COPS6	907	600	97	963	ENSP00000216225	ENSP00000304102
RBX1	UBC	804	600	141	926	ENSP00000216225	ENSP00000441543
RBX1	UBA52	800	600	0	916	ENSP00000216225	ENSP00000388107
RBX1	DDB2	693	900	753	991	ENSP00000216225	ENSP00000256996
RBX1	DDB1	948	900	959	999	ENSP00000216225	ENSP00000301764
RBX1	CUL3	890	900	959	999	ENSP00000216225	ENSP00000264414
RBX1	UBE2I	240	900	204	934	ENSP00000216225	ENSP00000348056
RBX1	COPS7B	825	600	0	926	ENSP00000216225	ENSP00000362710
RBX1	COPS8	825	600	783	983	ENSP00000216225	ENSP00000346340
RBX1	COPS2	825	600	268	944	ENSP00000216225	ENSP00000299259
RBX1	COPS3	861	600	0	942	ENSP00000216225	ENSP00000268717
RBX1	UBB	804	600	141	926	ENSP00000216225	ENSP00000304697
RBX1	CUL5	952	900	959	999	ENSP00000216225	ENSP00000376808
RBX1	VHL	897	900	755	997	ENSP00000216225	ENSP00000256474
RBX1	CUL4B	943	900	942	999	ENSP00000216225	ENSP00000384109
RBX1	CDKN1B	368	900	0	934	ENSP00000216225	ENSP00000228872
RBX1	RPS27A	804	600	101	923	ENSP00000216225	ENSP00000272317
RBX1	GPS1	959	600	0	982	ENSP00000216225	ENSP00000376167
RBX1	DTL	483	900	0	946	ENSP00000216225	ENSP00000355958
BRD1	KAT7	937	900	908	999	ENSP00000216267	ENSP00000259021
BRD1	KAT6B	747	900	691	991	ENSP00000216267	ENSP00000287239
BRD1	MEAF6	712	900	267	977	ENSP00000216267	ENSP00000362166
BRD1	BRPF3	154	900	0	911	ENSP00000216267	ENSP00000350267
BRD1	BRPF1	0	900	256	922	ENSP00000216267	ENSP00000373340
BRD1	KAT6A	447	900	895	993	ENSP00000216267	ENSP00000380136
BRD1	ING5	551	900	663	983	ENSP00000216267	ENSP00000322142
HDAC10	NCOR2	596	600	117	844	ENSP00000216271	ENSP00000384018
POLE2	POLG	0	900	0	900	ENSP00000216367	ENSP00000268124
POLE2	MAD2L2	0	900	0	900	ENSP00000216367	ENSP00000235310
POLE2	POLD3	0	900	0	900	ENSP00000216367	ENSP00000263681
POLE2	CHRAC1	363	900	249	947	ENSP00000216367	ENSP00000220913
POLE2	POLA1	369	900	520	967	ENSP00000216367	ENSP00000368349
POLE2	POLE4	914	900	620	996	ENSP00000216367	ENSP00000420176
POLE2	REV3L	369	900	435	961	ENSP00000216367	ENSP00000351697
POLE2	POLE	989	900	696	999	ENSP00000216367	ENSP00000322570
POLE2	POLE3	913	900	830	998	ENSP00000216367	ENSP00000363286
POLE2	POLD2	0	900	375	934	ENSP00000216367	ENSP00000480186
POLE2	POLG2	0	900	0	900	ENSP00000216367	ENSP00000442563
POLE2	POLD1	369	900	520	967	ENSP00000216367	ENSP00000406046
APEX1	LIG1	0	800	85	809	ENSP00000216714	ENSP00000263274
APEX1	HMGB2	104	900	0	906	ENSP00000216714	ENSP00000296503
APEX1	FEN1	270	800	489	918	ENSP00000216714	ENSP00000305480
APEX1	NPM1	270	0	897	921	ENSP00000216714	ENSP00000296930
APEX1	PCNA	562	600	0	817	ENSP00000216714	ENSP00000368458
APEX1	POLB	483	800	819	979	ENSP00000216714	ENSP00000265421
APEX1	XRCC1	483	0	897	944	ENSP00000216714	ENSP00000262887
APEX1	MUTYH	576	0	762	894	ENSP00000216714	ENSP00000361170
APEX1	TP53	483	0	837	912	ENSP00000216714	ENSP00000269305
APEX1	YBX1	270	0	865	897	ENSP00000216714	ENSP00000361626
APEX1	EP300	483	0	637	804	ENSP00000216714	ENSP00000263253
STAG2	SUMO1	0	800	0	800	ENSP00000218089	ENSP00000376077
STAG2	PDS5A	787	600	499	953	ENSP00000218089	ENSP00000303427
STAG2	SMC1B	908	900	353	993	ENSP00000218089	ENSP00000350036
STAG2	SMC3	925	900	900	999	ENSP00000218089	ENSP00000354720
STAG2	PDS5B	616	600	484	913	ENSP00000218089	ENSP00000313851
STAG2	SMC1A	890	900	627	995	ENSP00000218089	ENSP00000323421
STAG2	RAD21	981	900	948	999	ENSP00000218089	ENSP00000297338
STAG2	STAG1	483	900	645	980	ENSP00000218089	ENSP00000372689
STAG2	NIPBL	487	600	436	874	ENSP00000218089	ENSP00000282516
POLR2C	POLR2F	982	900	694	999	ENSP00000219252	ENSP00000403852
POLR2C	GTF2H3	800	600	0	916	ENSP00000219252	ENSP00000445162
POLR2C	CDC73	837	600	0	932	ENSP00000219252	ENSP00000356405
POLR2C	POLR2J	986	900	950	999	ENSP00000219252	ENSP00000292614
POLR2C	POLR2D	991	900	498	999	ENSP00000219252	ENSP00000272645
POLR2C	GTF2H2	800	600	0	916	ENSP00000219252	ENSP00000328901
POLR2C	CDK7	814	600	0	922	ENSP00000219252	ENSP00000256443
POLR2C	CCNH	800	600	0	916	ENSP00000219252	ENSP00000256897
POLR2C	POLR2K	982	900	611	999	ENSP00000219252	ENSP00000342889
POLR2C	ERCC3	928	600	0	970	ENSP00000219252	ENSP00000285398
POLR2C	TCEA1	966	600	0	985	ENSP00000219252	ENSP00000428426
POLR2C	POLR2G	978	900	836	999	ENSP00000219252	ENSP00000301788
POLR2C	MNAT1	906	600	0	960	ENSP00000219252	ENSP00000261245
POLR2C	POLR2H	945	900	594	997	ENSP00000219252	ENSP00000415536
POLR2C	ERCC2	923	600	0	968	ENSP00000219252	ENSP00000375809
POLR2C	POLR2L	982	900	845	999	ENSP00000219252	ENSP00000324124
POLR2C	GTF2H1	862	600	0	942	ENSP00000219252	ENSP00000265963
POLR2C	GTF2H4	906	600	0	960	ENSP00000219252	ENSP00000259895
POLR2C	GTF2H5	904	600	0	960	ENSP00000219252	ENSP00000476100
POLR2C	POLR2B	971	900	951	999	ENSP00000219252	ENSP00000370625
POLR2C	POLR2I	993	900	186	999	ENSP00000219252	ENSP00000221859
POLR2C	POLR2E	982	900	841	999	ENSP00000219252	ENSP00000478303
MPG	NCOA1	0	900	0	900	ENSP00000219431	ENSP00000385216
MPG	EP300	0	900	0	900	ENSP00000219431	ENSP00000263253
TSC2	YWHAH	546	900	0	952	ENSP00000219476	ENSP00000248975
TSC2	YWHAE	576	900	223	964	ENSP00000219476	ENSP00000264335
TSC2	YWHAQ	571	900	0	955	ENSP00000219476	ENSP00000371267
TSC2	TSC1	667	900	951	998	ENSP00000219476	ENSP00000298552
TSC2	YWHAG	557	900	466	974	ENSP00000219476	ENSP00000306330
TSC2	YWHAZ	576	900	698	986	ENSP00000219476	ENSP00000379287
TSC2	YWHAB	576	900	576	980	ENSP00000219476	ENSP00000361930
TSC2	SFN	528	900	294	963	ENSP00000219476	ENSP00000340989
TSC2	MTOR	228	0	885	907	ENSP00000219476	ENSP00000354558
CHRAC1	POLE3	928	900	736	997	ENSP00000220913	ENSP00000363286
CHRAC1	REV3L	249	900	114	927	ENSP00000220913	ENSP00000351697
CHRAC1	POLG2	0	900	0	900	ENSP00000220913	ENSP00000442563
CHRAC1	POLD1	249	900	114	927	ENSP00000220913	ENSP00000406046
CHRAC1	POLD2	0	900	0	900	ENSP00000220913	ENSP00000480186
CHRAC1	POLD3	0	900	0	900	ENSP00000220913	ENSP00000263681
CHRAC1	MAD2L2	0	900	0	900	ENSP00000220913	ENSP00000235310
CHRAC1	POLA1	249	900	114	927	ENSP00000220913	ENSP00000368349
CHRAC1	BAZ1A	440	540	639	898	ENSP00000220913	ENSP00000353458
CHRAC1	SMARCA5	781	540	461	940	ENSP00000220913	ENSP00000283131
CHRAC1	POLE2	363	900	249	947	ENSP00000220913	ENSP00000216367
CHRAC1	POLE	249	900	114	927	ENSP00000220913	ENSP00000322570
CHRAC1	POLE4	0	900	0	900	ENSP00000220913	ENSP00000420176
CHRAC1	POLG	0	900	0	900	ENSP00000220913	ENSP00000268124
POLR2I	GTF2H3	800	600	0	916	ENSP00000221859	ENSP00000445162
POLR2I	POLR2G	991	900	0	999	ENSP00000221859	ENSP00000301788
POLR2I	TCEA1	956	600	314	986	ENSP00000221859	ENSP00000428426
POLR2I	POLR2F	994	900	0	999	ENSP00000221859	ENSP00000403852
POLR2I	ERCC3	906	600	0	960	ENSP00000221859	ENSP00000285398
POLR2I	POLR2L	995	900	0	999	ENSP00000221859	ENSP00000324124
POLR2I	ERCC2	923	600	0	968	ENSP00000221859	ENSP00000375809
POLR2I	GTF2H1	800	600	0	916	ENSP00000221859	ENSP00000265963
POLR2I	POLR2H	983	900	275	998	ENSP00000221859	ENSP00000415536
POLR2I	POLR2C	993	900	186	999	ENSP00000221859	ENSP00000219252
POLR2I	MNAT1	906	600	0	960	ENSP00000221859	ENSP00000261245
POLR2I	CDC73	819	600	0	924	ENSP00000221859	ENSP00000356405
POLR2I	POLR2J	941	900	129	994	ENSP00000221859	ENSP00000292614
POLR2I	GTF2H5	904	600	0	960	ENSP00000221859	ENSP00000476100
POLR2I	GTF2H4	906	600	0	960	ENSP00000221859	ENSP00000259895
POLR2I	POLR2K	996	900	145	999	ENSP00000221859	ENSP00000342889
POLR2I	CCNH	818	600	0	924	ENSP00000221859	ENSP00000256897
POLR2I	POLR2E	992	900	232	999	ENSP00000221859	ENSP00000478303
POLR2I	POLR2D	993	900	469	999	ENSP00000221859	ENSP00000272645
POLR2I	POLR2B	997	900	853	999	ENSP00000221859	ENSP00000370625
POLR2I	CDK7	800	600	0	916	ENSP00000221859	ENSP00000256443
POLR2I	GTF2H2	800	600	0	916	ENSP00000221859	ENSP00000328901
RPA3	POLD1	733	900	0	972	ENSP00000223129	ENSP00000406046
RPA3	POLD2	0	900	0	900	ENSP00000223129	ENSP00000480186
RPA3	POLD3	0	900	0	900	ENSP00000223129	ENSP00000263681
RPA3	RPA4	522	900	650	981	ENSP00000223129	ENSP00000362131
RPA3	POLA1	73	900	0	903	ENSP00000223129	ENSP00000368349
RPA3	RAD52	483	600	266	834	ENSP00000223129	ENSP00000351284
RPA3	RPA1	955	900	890	999	ENSP00000223129	ENSP00000254719
RPA3	RPA2	948	900	898	999	ENSP00000223129	ENSP00000363017
SETX	BRCA1	550	0	891	948	ENSP00000224140	ENSP00000418960
SETX	FEN1	139	0	876	888	ENSP00000224140	ENSP00000305480
KAT2A	TAF5L	755	900	347	982	ENSP00000225916	ENSP00000258281
KAT2A	CREBBP	150	600	556	835	ENSP00000225916	ENSP00000262367
KAT2A	TRRAP	882	900	907	998	ENSP00000225916	ENSP00000352925
KAT2A	ZZZ3	499	600	262	839	ENSP00000225916	ENSP00000359837
KAT2A	SAP130	0	800	0	800	ENSP00000225916	ENSP00000350333
KAT2A	YEATS2	546	720	257	897	ENSP00000225916	ENSP00000306983
KAT2A	TADA2A	847	900	792	996	ENSP00000225916	ENSP00000481091
KAT2A	EP300	150	800	573	921	ENSP00000225916	ENSP00000263253
KAT2A	TAF10	840	900	295	987	ENSP00000225916	ENSP00000299424
KAT2A	MAX	485	900	0	946	ENSP00000225916	ENSP00000351490
KAT2A	SGF29	763	900	761	993	ENSP00000225916	ENSP00000316114
KAT2A	TADA2B	799	900	737	994	ENSP00000225916	ENSP00000308022
KAT2A	SUPT7L	387	900	328	955	ENSP00000225916	ENSP00000336750
KAT2A	SUPT3H	876	900	648	995	ENSP00000225916	ENSP00000360515
KAT2A	ACTL6A	361	720	0	813	ENSP00000225916	ENSP00000397552
KAT2A	DR1	458	720	135	857	ENSP00000225916	ENSP00000359295
KAT2A	TADA3	916	900	947	999	ENSP00000225916	ENSP00000307684
KAT2A	MBIP	637	720	0	893	ENSP00000225916	ENSP00000399718
KAT2A	TAF12	699	900	246	975	ENSP00000225916	ENSP00000263974
KAT2A	ENY2	388	900	219	948	ENSP00000225916	ENSP00000429986
KAT2A	SUPT20H	872	800	544	987	ENSP00000225916	ENSP00000417510
KAT2A	H2BC21	537	600	0	807	ENSP00000225916	ENSP00000358151
KAT2A	USP22	756	900	479	986	ENSP00000225916	ENSP00000261497
KAT2A	TADA1	512	900	0	949	ENSP00000225916	ENSP00000356848
KAT2A	KAT2B	270	900	293	943	ENSP00000225916	ENSP00000263754
KAT2A	KAT5	106	720	682	913	ENSP00000225916	ENSP00000340330
KAT2A	YEATS4	257	720	194	817	ENSP00000225916	ENSP00000247843
KAT2A	KAT14	612	720	303	917	ENSP00000225916	ENSP00000392318
KAT2A	ATXN7L3	739	900	0	972	ENSP00000225916	ENSP00000397259
KAT2A	WDR5	687	720	727	973	ENSP00000225916	ENSP00000351446
KAT2A	TAF6L	763	900	257	980	ENSP00000225916	ENSP00000294168
KAT2A	H2AC20	540	600	143	828	ENSP00000225916	ENSP00000332194
KAT2A	TAF9	792	900	303	984	ENSP00000225916	ENSP00000370193
JADE1	VHL	531	0	696	851	ENSP00000226319	ENSP00000256474
JADE1	ING4	536	600	403	879	ENSP00000226319	ENSP00000380024
JADE1	KAT7	773	600	803	980	ENSP00000226319	ENSP00000259021
JADE1	MEAF6	693	600	295	905	ENSP00000226319	ENSP00000362166
JADE1	ING5	536	600	600	919	ENSP00000226319	ENSP00000322142
NFKB1	RELA	924	900	912	999	ENSP00000226574	ENSP00000384273
NFKB1	HDAC1	627	0	898	960	ENSP00000226574	ENSP00000362649
NFKB1	TERT	0	900	0	900	ENSP00000226574	ENSP00000309572
NFKB1	HDAC2	396	900	107	941	ENSP00000226574	ENSP00000430432
NFKB1	HDAC3	554	900	493	975	ENSP00000226574	ENSP00000302967
NFKB1	EP300	493	900	144	952	ENSP00000226574	ENSP00000263253
NFKB1	NFKB2	499	540	901	975	ENSP00000226574	ENSP00000358983
NFKB1	YWHAE	85	900	0	904	ENSP00000226574	ENSP00000264335
NFKB1	CREBBP	60	900	571	956	ENSP00000226574	ENSP00000262367
GAR1	TEP1	0	900	0	900	ENSP00000226796	ENSP00000262715
GAR1	DKC1	979	900	709	999	ENSP00000226796	ENSP00000358563
GAR1	TERT	0	900	0	900	ENSP00000226796	ENSP00000309572
GAR1	NOP58	690	720	0	909	ENSP00000226796	ENSP00000264279
GAR1	WRAP53	395	900	0	936	ENSP00000226796	ENSP00000324203
GAR1	NHP2	955	900	637	998	ENSP00000226796	ENSP00000274606
GAR1	NOP10	964	900	454	997	ENSP00000226796	ENSP00000332198
CCND1	CDKN1B	946	600	873	997	ENSP00000227507	ENSP00000228872
CCND1	CDKN1A	952	720	909	998	ENSP00000227507	ENSP00000384849
CCND1	BRCA1	483	0	838	912	ENSP00000227507	ENSP00000418960
CCND1	PCNA	547	900	93	955	ENSP00000227507	ENSP00000368458
CCND1	CREBBP	270	800	257	881	ENSP00000227507	ENSP00000262367
CCND1	PRMT5	342	600	448	841	ENSP00000227507	ENSP00000319169
CCND1	CDKN2A	483	900	55	946	ENSP00000227507	ENSP00000418915
CCND1	CDK2	676	720	953	995	ENSP00000227507	ENSP00000266970
CCND1	CCNB1	78	720	302	804	ENSP00000227507	ENSP00000256442
CCND1	CDK4	954	900	939	999	ENSP00000227507	ENSP00000257904
CCND1	CDK1	748	720	495	961	ENSP00000227507	ENSP00000378699
PRPF19	PLRG1	991	900	567	999	ENSP00000227524	ENSP00000424417
PRPF19	PPIE	594	900	0	957	ENSP00000227524	ENSP00000361918
PRPF19	CDC5L	987	900	914	999	ENSP00000227524	ENSP00000360532
PRPF19	SETMAR	270	0	790	840	ENSP00000227524	ENSP00000373354
PRPF19	AQR	989	900	0	998	ENSP00000227524	ENSP00000156471
PRPF19	XAB2	989	900	368	999	ENSP00000227524	ENSP00000351137
PRPF19	ISY1	987	540	0	993	ENSP00000227524	ENSP00000273541
PRPF19	BCAS2	990	900	813	999	ENSP00000227524	ENSP00000358554
PRPF19	PTPN11	270	0	791	840	ENSP00000227524	ENSP00000340944
PRPF19	ZNF830	571	800	275	932	ENSP00000227524	ENSP00000354518
RAD51AP1	RAD51	499	600	879	973	ENSP00000228843	ENSP00000372088
RAD51AP1	USP1	709	0	393	815	ENSP00000228843	ENSP00000343526
RAD51AP1	WDR48	729	0	647	900	ENSP00000228843	ENSP00000307491
RAD51AP1	PALB2	270	800	481	917	ENSP00000228843	ENSP00000261584
CDKN1B	CCNA1	775	600	80	910	ENSP00000228872	ENSP00000255465
CDKN1B	DTL	78	900	189	918	ENSP00000228872	ENSP00000355958
CDKN1B	CUL4B	57	900	147	912	ENSP00000228872	ENSP00000384109
CDKN1B	CCND1	946	600	873	997	ENSP00000228872	ENSP00000227507
CDKN1B	YWHAZ	281	900	0	925	ENSP00000228872	ENSP00000379287
CDKN1B	CCND2	749	600	218	914	ENSP00000228872	ENSP00000261254
CDKN1B	CCND3	734	600	155	902	ENSP00000228872	ENSP00000362082
CDKN1B	RBX1	368	900	0	934	ENSP00000228872	ENSP00000216225
CDKN1B	CCNE1	738	900	717	991	ENSP00000228872	ENSP00000262643
CDKN1B	YWHAB	281	900	0	925	ENSP00000228872	ENSP00000361930
CDKN1B	YWHAH	56	900	0	901	ENSP00000228872	ENSP00000248975
CDKN1B	DDB1	331	900	0	930	ENSP00000228872	ENSP00000301764
CDKN1B	DDB2	0	900	0	900	ENSP00000228872	ENSP00000256996
CDKN1B	COPS5	507	0	784	889	ENSP00000228872	ENSP00000350512
CDKN1B	YWHAG	281	900	0	925	ENSP00000228872	ENSP00000306330
CDKN1B	YWHAE	470	900	0	944	ENSP00000228872	ENSP00000264335
CDKN1B	YWHAQ	491	900	0	946	ENSP00000228872	ENSP00000371267
CDKN1B	CDK1	728	0	470	850	ENSP00000228872	ENSP00000378699
CDKN1B	CCNA2	943	600	901	997	ENSP00000228872	ENSP00000274026
CDKN1B	CDK4	926	600	904	996	ENSP00000228872	ENSP00000257904
CDKN1B	CDK2	939	900	953	999	ENSP00000228872	ENSP00000266970
CDKN1B	ERCC8	0	900	0	900	ENSP00000228872	ENSP00000265038
CDKN1B	CUL4A	492	900	147	952	ENSP00000228872	ENSP00000364589
CDKN1B	SFN	56	900	0	901	ENSP00000228872	ENSP00000340989
ASF1A	H3C15	865	0	189	885	ENSP00000229595	ENSP00000385479
ASF1A	H4C3	956	0	190	963	ENSP00000229595	ENSP00000367034
ASF1A	RBBP4	711	0	365	808	ENSP00000229595	ENSP00000362592
ASF1A	H4C5	887	0	390	928	ENSP00000229595	ENSP00000484789
ASF1A	H4C2	887	0	190	904	ENSP00000229595	ENSP00000366974
ASF1A	H4C12	887	0	190	904	ENSP00000229595	ENSP00000479794
ASF1A	H4C6	917	0	190	930	ENSP00000229595	ENSP00000244537
ASF1A	H4C15	887	0	190	904	ENSP00000229595	ENSP00000462355
ASF1A	H4C4	887	0	190	904	ENSP00000229595	ENSP00000479461
ASF1A	H3C3	897	0	329	928	ENSP00000229595	ENSP00000484658
ASF1A	H3C8	865	0	189	885	ENSP00000229595	ENSP00000484638
ASF1A	H4C8	887	0	190	904	ENSP00000229595	ENSP00000366956
ASF1A	H4C1	846	0	190	870	ENSP00000229595	ENSP00000479106
ASF1A	HAT1	735	0	507	863	ENSP00000229595	ENSP00000264108
ASF1A	RBBP7	618	0	568	827	ENSP00000229595	ENSP00000369424
ASF1A	H3C2	865	0	189	885	ENSP00000229595	ENSP00000484841
ASF1A	H3C6	865	0	189	885	ENSP00000229595	ENSP00000482271
ASF1A	CHEK2	636	0	537	824	ENSP00000229595	ENSP00000372023
ASF1A	H4C11	887	0	190	904	ENSP00000229595	ENSP00000347168
ASF1A	H3C4	897	0	538	950	ENSP00000229595	ENSP00000366999
ASF1A	H4C13	923	0	190	935	ENSP00000229595	ENSP00000480960
ASF1A	H4C14	846	0	190	870	ENSP00000229595	ENSP00000462667
ASF1A	H4-16	923	0	190	935	ENSP00000229595	ENSP00000443017
ASF1A	H3C7	865	0	189	885	ENSP00000229595	ENSP00000484095
ASF1A	H3C11	865	0	189	885	ENSP00000229595	ENSP00000483283
ASF1A	H3C14	865	0	189	885	ENSP00000229595	ENSP00000358154
ASF1A	H3C10	865	0	189	885	ENSP00000229595	ENSP00000358160
ASF1A	H4C9	887	0	190	904	ENSP00000229595	ENSP00000481486
ASF1A	H3C12	945	0	189	953	ENSP00000229595	ENSP00000352252
ASF1A	H3C1	945	0	189	953	ENSP00000229595	ENSP00000480826
ASF1A	H3C13	954	0	315	967	ENSP00000229595	ENSP00000333277
FANCE	FAAP20	790	900	0	978	ENSP00000229769	ENSP00000383710
FANCE	FANCG	483	900	553	974	ENSP00000229769	ENSP00000367910
FANCE	RMI1	0	900	0	900	ENSP00000229769	ENSP00000317039
FANCE	FANCF	483	900	927	995	ENSP00000229769	ENSP00000330875
FANCE	FANCL	0	900	259	922	ENSP00000229769	ENSP00000385021
